InitHand                           , InitSkat  , FinalHand                          , SkatCards , ISkFull,       JacksMask,  CntJ,  Aces,  Tens, Att10, Blk10, MxLen,   TKS,   PostJacksMask, PCntJ, PAces, PTens, PAtt10, PBlk10, PMxLen,  PTKS, PSkFull, SkPts,  WinProb,  ProbGrand,  ProbClubs, ProbSpades,  ProbHearts,  ProbDiamonds, ProbNull, WonMask ,  MaxProb,  BestGame,   DurationMs
[C9 SA ST S9 S7 HA H8 H7 DA D7]    , [CQ SQ]   , [SA ST SQ S9 S7 HA H8 H7 DA D7]    , [CQ C9]   ,       0,               -,     0,     3,     1,     1,     0,     4,     0,               -,     0,     3,     1,      1,      0,      5,     0,       0,     3,   0.3000,     0.0000,     0.0000,     0.3000,      0.0000,        0.0000,   0.0500, ------  ,   0.3000,    Spades,     13735.38
[CJ SJ CK CQ HA H9 H7 DT DK D8]    , [SA S9]   , [CJ SJ DT DK D8 SA S9 HA H9 H7]    , [CK CQ]   ,       1,              CS,     2,     1,     1,     0,     0,     3,     1,              CS,     2,     2,     1,      0,      0,      3,     1,       0,     7,   0.7000,     0.2500,     0.1500,     0.0000,      0.3500,        0.7000,   0.0000, ----D-  ,   0.7000,  Diamonds,     16136.65
[SJ DJ CT S7 HA HK H9 H8 DK D7]    , [DQ D9]   , [SJ DJ DK DQ D9 D7 HA HK H9 H8]    , [CT S7]   ,       0,              SD,     2,     1,     1,     0,     1,     4,     0,              SD,     2,     1,     0,      0,      0,      4,     0,       1,    10,   0.5000,     0.0000,     0.0000,     0.0000,      0.0000,        0.5000,   0.1500, ------  ,   0.5000,  Diamonds,     17749.02
[CA CT C7 ST SK HA HQ DA DT D8]    , [SJ DJ]   , [SJ DJ CA CT ST SK HA HQ DA DT]    , [C7 D8]   ,       0,               -,     0,     3,     3,     2,     0,     3,     0,              SD,     2,     3,     3,      2,      0,      2,     0,       0,     0,   1.0000,     1.0000,     0.9000,     0.8500,      0.3500,        0.9000,   0.0000, GCS-D-  ,   1.0000,     Grand,     15376.07
[CJ SJ ST SK SQ S9 HQ H8 DQ D7]    , [HK DT]   , [CJ SJ ST SK SQ S9 HQ DT DQ D7]    , [HK H8]   ,       1,              CS,     2,     0,     1,     0,     0,     4,     1,              CS,     2,     0,     2,      0,      0,      4,     1,       0,     4,   0.4500,     0.0000,     0.0000,     0.4500,      0.1000,        0.3000,   0.0000, ------  ,   0.4500,    Spades,     14866.17
[CA CT CK C7 ST S9 HQ H9 DA DT]    , [HA HT]   , [CA CK ST S9 HA HT HQ H9 DA DT]    , [CT C7]   ,       2,               -,     0,     2,     3,     2,     0,     4,     1,               -,     0,     3,     3,      2,      0,      4,     0,       1,    10,   0.1500,     0.1500,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.1500,     Grand,     13357.19
[CJ HJ C8 S9 HT H8 H7 DA DQ D7]    , [DT D9]   , [C8 HJ HT H8 H7 DA DQ DT D9 D7]    , [CJ S9]   ,       1,              CH,     2,     1,     1,     0,     0,     3,     0,               H,     1,     1,     2,      1,      0,      5,     0,       0,     2,   1.0000,     0.6000,     0.0000,     0.0000,      0.9500,        0.8500,   1.0000, ---HDN  ,   1.0000,      Null,     20133.06
[CA CT CK ST SQ HA HT DT DQ D7]    , [C7 H8]   , [CK C7 ST SQ HA HT H8 DT DQ D7]    , [CA CT]   ,       0,               -,     0,     2,     4,     2,     0,     3,     0,               -,     0,     1,     3,      1,      0,      3,     0,       2,    21,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13342.61
[CJ DJ CQ C9 SQ S8 S7 H7 DA DK]    , [HT H8]   , [CJ DJ SQ S8 S7 HT H8 H7 DA DK]    , [CQ C9]   ,       1,              CD,     2,     1,     0,     0,     0,     3,     0,              CD,     2,     1,     1,      0,      0,      3,     0,       0,     3,   0.1500,     0.0000,     0.0000,     0.1500,      0.0000,        0.0000,   0.0500, ------  ,   0.1500,    Spades,     13543.94
[SJ DJ CA CT SA S9 HA H9 DQ D7]    , [CJ HT]   , [DJ CA CT SA S9 HA HT H9 DQ D7]    , [CJ SJ]   ,       1,              SD,     2,     3,     1,     1,     0,     2,     0,               D,     1,     3,     2,      2,      0,      3,     0,       0,     4,   1.0000,     1.0000,     1.0000,     1.0000,      1.0000,        1.0000,   0.0000, GCSHD-  ,   1.0000,     Grand,     14196.91
[DJ CT C9 C7 SK HA HT HK H7 DT]    , [S7 DK]   , [CT C9 C7 SK S7 HA HK HT H7 DK]    , [DJ DT]   ,       0,               D,     1,     1,     3,     1,     1,     4,     1,               -,     0,     1,     2,      1,      0,      4,     1,       1,    12,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13292.29
[CK C7 ST SQ S9 S7 HT HK H8 D8]    , [C9 SK]   , [CK C9 C7 SK SQ ST S9 S7 H8 D8]    , [HK HT]   ,       0,               -,     0,     0,     2,     0,     0,     4,     1,               -,     0,     0,     1,      0,      0,      5,     1,       1,    14,   0.3000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.3000, ------  ,   0.3000,      Null,     13468.45
[SK SQ S8 HQ H9 H8 H7 DT D8 D7]    , [DQ D9]   , [S8 HQ H9 H8 H7 DQ DT D9 D8 D7]    , [SK SQ]   ,       0,               -,     0,     0,     1,     0,     0,     4,     0,               -,     0,     0,     1,      0,      0,      5,     0,       0,     7,   1.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     13456.78
[DJ CA CQ C7 SA S9 HA DA DQ D9]    , [CT S7]   , [DJ CA CT CQ C7 SA HA DA DQ D9]    , [S9 S7]   ,       1,               D,     1,     4,     0,     0,     0,     3,     0,               D,     1,     4,     1,      1,      0,      4,     0,       0,     0,   0.9000,     0.7000,     0.9000,     0.2000,      0.0000,        0.3000,   0.0000, GC----  ,   0.9000,     Clubs,     16374.85
[DJ CA CT C8 HA HQ H8 DT DQ D8]    , [S9 HT]   , [DJ HA HT HQ H8 CA CT DT DQ D8]    , [C8 S9]   ,       1,               D,     1,     2,     2,     1,     0,     3,     0,               D,     1,     2,     3,      2,      0,      4,     0,       0,     0,   0.2500,     0.0500,     0.0000,     0.0000,      0.2500,        0.0500,   0.0000, ------  ,   0.2500,    Hearts,     15937.99
[HJ CA CT CQ C9 SA ST S8 S7 DK]    , [HA H9]   , [HJ SA ST S8 S7 CA CT CQ C9 HA]    , [H9 DK]   ,       1,               H,     1,     2,     2,     2,     0,     4,     0,               H,     1,     3,     2,      2,      0,      4,     0,       0,     4,   0.9500,     0.1500,     0.9000,     0.9500,      0.0000,        0.0000,   0.0000, -CS---  ,   0.9500,    Spades,     19700.59
[CJ CA CK CQ C8 C7 S9 S8 HQ D8]    , [S7 DA]   , [CA CK CQ CJ C8 C7 S9 S8 S7 D8]    , [HQ DA]   ,       1,               C,     1,     1,     0,     0,     0,     5,     0,               C,     1,     1,     0,      0,      0,      5,     0,       1,    14,   1.0000,     0.0000,     0.3000,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     14400.18
[CJ SJ CK C9 C8 C7 ST HK H8 D9]    , [CQ DK]   , [CJ SJ CK CQ C9 C8 C7 ST DK D9]    , [HK H8]   ,       0,              CS,     2,     0,     1,     0,     1,     4,     0,              CS,     2,     0,     1,      0,      1,      5,     0,       0,     4,   0.4500,     0.0000,     0.4500,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.4500,     Clubs,     13292.12
[CJ SJ HJ CK SA SQ S7 HQ DT D8]    , [C8 DK]   , [CJ SJ HJ DT DK D8 CK C8 SA S7]    , [SQ HQ]   ,       0,             CSH,     3,     1,     1,     0,     0,     3,     0,             CSH,     3,     1,     1,      0,      0,      3,     1,       0,     6,   0.9000,     0.2500,     0.7500,     0.7500,      0.0000,        0.9000,   0.0000, -CS-D-  ,   0.9000,  Diamonds,     16337.39
[SJ CQ C7 SA ST SQ S9 S8 DK D8]    , [DJ HT]   , [CQ C7 SA SQ SJ ST S9 S8 DJ D8]    , [HT DK]   ,       1,               S,     1,     1,     1,     1,     0,     5,     0,              SD,     2,     1,     1,      1,      0,      5,     0,       1,    14,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13536.34
[CA SK SQ S7 HA HT HK HQ H8 H7]    , [DJ H9]   , [DJ HA HT HK HQ H9 H8 H7 CA SQ]    , [SK S7]   ,       0,               -,     0,     2,     1,     1,     0,     6,     1,               D,     1,     2,     1,      1,      0,      7,     1,       0,     4,   1.0000,     0.0000,     0.0000,     0.0000,      1.0000,        0.0000,   0.0500, ---H--  ,   1.0000,    Hearts,     16043.11
[CK CQ C8 C7 S9 HA HQ H9 H7 D8]    , [HJ S7]   , [C8 C7 S9 S7 HA HQ HJ H9 H7 D8]    , [CK CQ]   ,       0,               -,     0,     1,     0,     0,     0,     4,     0,               H,     1,     1,     0,      0,      0,      4,     0,       0,     7,   1.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     13949.98
[HJ DJ CQ SA ST S9 S7 H7 DK D8]    , [DA D9]   , [HJ DJ DA DK D9 D8 SA ST S9 S7]    , [CQ H7]   ,       1,              HD,     2,     1,     1,     1,     0,     4,     0,              HD,     2,     2,     1,      1,      0,      4,     0,       0,     3,   0.9500,     0.5500,     0.0000,     0.8500,      0.0000,        0.9500,   0.2000, --S-D-  ,   0.9500,  Diamonds,     15693.56
[CJ HJ DJ C8 SQ S8 S7 HT HK DT]    , [SJ D7]   , [CJ SJ HJ DJ SQ S8 S7 HT HK D7]    , [C8 DT]   ,       0,             CHD,     3,     0,     2,     0,     1,     3,     0,            CSHD,     4,     0,     1,      0,      0,      3,     0,       1,    10,   1.0000,     0.0000,     0.1000,     1.0000,      0.6000,        0.7000,   0.1000, --S-D-  ,   1.0000,    Spades,     14641.21
[SJ CT CK C9 SA SQ S9 S7 D9 D8]    , [CA D7]   , [CA CK CT C9 SA S9 S7 D9 D8 D7]    , [SQ SJ]   ,       1,               S,     1,     1,     1,     0,     0,     4,     1,               -,     0,     2,     1,      1,      0,      4,     1,       0,     5,   0.1000,     0.0000,     0.0500,     0.0500,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     19487.84
[CJ SJ DJ CT SA HQ H7 DK D8 D7]    , [HJ C8]   , [CJ SJ HJ DJ CT C8 SA DK D8 D7]    , [HQ H7]   ,       0,             CSD,     3,     1,     1,     0,     1,     3,     0,            CSHD,     4,     1,     1,      0,      0,      3,     0,       0,     3,   1.0000,     0.2000,     1.0000,     0.0500,      1.0000,        1.0000,   0.0000, -C-HD-  ,   1.0000,     Clubs,     15304.89
[SJ CA SA ST S8 HA HT DA DK D9]    , [SK DT]   , [SJ SA ST SK S8 CA HA DT DK D9]    , [HT DA]   ,       1,               S,     1,     4,     2,     2,     0,     3,     0,               S,     1,     3,     2,      1,      0,      4,     2,       2,    21,   1.0000,     0.9500,     0.0000,     1.0000,      0.0000,        1.0000,   0.0000, G-S-D-  ,   1.0000,    Spades,     15533.35
[CJ HJ CA CT C7 SA SQ HQ DT DK]    , [S7 H9]   , [CJ HJ CA CT C7 SA S7 H9 DT DK]    , [SQ HQ]   ,       0,              CH,     2,     2,     2,     1,     0,     3,     0,              CH,     2,     2,     2,      1,      0,      3,     0,       0,     6,   0.6500,     0.6500,     0.2500,     0.6000,      0.3000,        0.4500,   0.0000, ------  ,   0.6500,     Grand,     15828.22
[CJ DJ CT CQ C8 SQ HA HT HK H8]    , [SA H9]   , [CJ DJ HA HT HK H9 H8 CQ C8 SA]    , [CT SQ]   ,       1,              CD,     2,     1,     2,     1,     0,     4,     1,              CD,     2,     2,     1,      1,      0,      5,     1,       1,    13,   1.0000,     0.7500,     0.9500,     0.0000,      1.0000,        0.0000,   0.0000, GC-H--  ,   1.0000,    Hearts,     32104.99
[DJ CT C9 SQ S7 HA HT HK DT D9]    , [C7 D8]   , [C9 C7 SQ S7 HA HT HK DT D9 D8]    , [DJ CT]   ,       0,               D,     1,     1,     3,     1,     0,     3,     0,               -,     0,     1,     2,      1,      0,      3,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13294.74
[SJ HJ CA CK C9 HQ H7 DA DT D8]    , [HT D9]   , [SJ HJ HT HQ H7 CA DA DT D9 D8]    , [CK C9]   ,       1,              SH,     2,     2,     1,     1,     0,     3,     0,              SH,     2,     2,     2,      1,      0,      4,     0,       0,     4,   0.9000,     0.4000,     0.5000,     0.0000,      0.9000,        0.7000,   0.0000, ---HD-  ,   0.9000,    Hearts,     27581.66
[C8 C7 SA SK S8 HK H8 DT DK D8]    , [SQ H7]   , [SA SK SQ S8 HK H8 H7 DT DK D8]    , [C8 C7]   ,       0,               -,     0,     1,     1,     0,     0,     3,     1,               -,     0,     1,     1,      0,      0,      4,     1,       0,     0,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13230.82
[CK C9 C8 SA SK S7 HT DA DT DQ]    , [HJ SQ]   , [HJ CK C9 C8 SA SK S7 DA DT DQ]    , [SQ HT]   ,       0,               -,     0,     2,     2,     1,     1,     3,     0,               H,     1,     2,     1,      1,      0,      3,     0,       1,    13,   0.0500,     0.0000,     0.0500,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0500,     Clubs,     13876.86
[CT CK C8 SK HT H9 H7 DA DQ D8]    , [CA S8]   , [CK C8 SK S8 HT H9 H7 DA DQ D8]    , [CA CT]   ,       1,               -,     0,     1,     2,     0,     0,     3,     1,               -,     0,     1,     1,      0,      0,      3,     0,       2,    21,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13290.42
[SJ CK C8 SA SK S9 HQ H9 D9 D7]    , [CA D8]   , [CK C8 SA SK S9 HQ H9 D9 D8 D7]    , [SJ CA]   ,       1,               S,     1,     1,     0,     0,     0,     3,     0,               -,     0,     1,     0,      0,      0,      3,     0,       1,    13,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13303.40
[SJ HJ CA SK S7 HA H8 H7 DQ D7]    , [SA HT]   , [SJ HJ CA SA SK HA HT H8 H7 DQ]    , [S7 D7]   ,       2,              SH,     2,     2,     0,     0,     0,     3,     0,              SH,     2,     3,     1,      1,      0,      4,     0,       0,     0,   0.9500,     0.9500,     0.0000,     0.9000,      0.9500,        0.5500,   0.0500, G-SH--  ,   0.9500,     Grand,     15280.56
[SJ CA CT CQ C8 S8 HK H7 DK D8]    , [HQ H9]   , [CA CQ CT C8 S8 HK HQ H9 H7 D8]    , [SJ DK]   ,       0,               S,     1,     1,     1,     1,     0,     4,     0,               -,     0,     1,     1,      1,      0,      4,     0,       0,     6,   0.3000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.3000, ------  ,   0.3000,      Null,     14466.07
[SJ CT ST SK S9 HT HQ H7 DK D8]    , [SQ DA]   , [ST SK SQ S9 HT HQ H7 DA DK D8]    , [SJ CT]   ,       1,               S,     1,     0,     3,     0,     1,     3,     1,               -,     0,     1,     2,      0,      0,      4,     1,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13572.66
[SJ HJ SA ST HA HK H8 H7 DK DQ]    , [CJ C7]   , [CJ SJ HJ SA ST HA HK H8 H7 DQ]    , [C7 DK]   ,       0,              SH,     2,     2,     1,     1,     0,     4,     0,             CSH,     3,     2,     1,      1,      0,      4,     0,       0,     4,   1.0000,     1.0000,     0.8500,     0.9000,      1.0000,        1.0000,   0.0000, GCSHD-  ,   1.0000,     Grand,     14386.24
[CJ DJ CA CT CK SA HT H8 DK D9]    , [HQ DQ]   , [CJ DJ HT HQ H8 CA CT CK SA D9]    , [DK DQ]   ,       0,              CD,     2,     2,     2,     1,     0,     3,     0,              CD,     2,     2,     2,      1,      0,      3,     0,       0,     7,   0.8000,     0.4500,     0.0500,     0.0000,      0.8000,        0.6000,   0.0500, ---H--  ,   0.8000,    Hearts,     14284.33
[SJ HJ C7 ST SQ HT HK H9 DA DQ]    , [C8 SK]   , [SJ HJ HT HK H9 ST SK SQ DA DQ]    , [C8 C7]   ,       0,              SH,     2,     1,     2,     0,     0,     3,     1,              SH,     2,     1,     2,      0,      0,      3,     1,       0,     0,   0.2500,     0.0000,     0.0000,     0.1000,      0.2500,        0.0000,   0.0000, ------  ,   0.2500,    Hearts,     15618.58
[DJ CK CQ SA SK SQ S8 H7 DA D7]    , [ST D9]   , [DJ SA ST SK SQ S8 CQ DA D9 D7]    , [CK H7]   ,       1,               D,     1,     2,     0,     0,     0,     4,     0,               D,     1,     2,     1,      1,      0,      5,     1,       0,     4,   0.2500,     0.0000,     0.0000,     0.2500,      0.0000,        0.0000,   0.0000, ------  ,   0.2500,    Spades,     13623.65
[CT C8 C7 ST S8 HA HQ H7 DA D9]    , [DT DQ]   , [CT C8 C7 HA HQ H7 DA DQ DT D9]    , [ST S8]   ,       1,               -,     0,     2,     2,     0,     0,     3,     0,               -,     0,     2,     2,      1,      0,      4,     0,       1,    10,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13329.62
[CJ DJ CK S8 HA HK H9 H8 DK D9]    , [SA DT]   , [CJ DJ HA HK H9 H8 SA DT DK D9]    , [CK S8]   ,       2,              CD,     2,     1,     0,     0,     0,     4,     0,              CD,     2,     2,     1,      0,      0,      4,     1,       0,     4,   0.8500,     0.6500,     0.0000,     0.0500,      0.8500,        0.8000,   0.0000, ---HD-  ,   0.8500,    Hearts,     20819.52
[HJ CA CK C9 C7 SA SQ HT HQ DK]    , [S9 DQ]   , [CK C9 C7 SA SQ S9 HT HQ DK DQ]    , [HJ CA]   ,       0,               H,     1,     2,     1,     0,     0,     4,     0,               -,     0,     1,     1,      0,      0,      3,     0,       1,    13,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13430.93
[DJ CT C8 C7 SA S8 H8 H7 D9 D7]    , [CA S7]   , [CT C8 C7 S8 S7 H8 H7 DJ D9 D7]    , [CA SA]   ,       1,               D,     1,     1,     1,     0,     0,     3,     0,               D,     1,     0,     1,      0,      0,      3,     0,       2,    22,   1.0000,     0.0000,     0.0500,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     13470.07
[CT C9 C7 ST HA H8 DA DK D9 D8]    , [CK HQ]   , [CK CT C9 C7 ST HQ H8 DK D9 D8]    , [HA DA]   ,       0,               -,     0,     2,     2,     0,     1,     4,     0,               -,     0,     0,     2,      0,      1,      4,     1,       2,    22,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13310.32
[HJ DJ C9 C7 SA SK S7 HA DK DQ]    , [SJ C8]   , [SJ HJ DJ C9 C8 C7 SA SK S7 HA]    , [DK DQ]   ,       0,              HD,     2,     2,     0,     0,     0,     3,     0,             SHD,     3,     2,     0,      0,      0,      3,     0,       0,     7,   0.7500,     0.1000,     0.7500,     0.4500,      0.0000,        0.6500,   0.0000, -C----  ,   0.7500,     Clubs,     14042.83
[CT CK ST SK SQ HA HT H8 H7 D9]    , [CJ DJ]   , [CJ DJ ST SK SQ CT CK HA HT H8]    , [H7 D9]   ,       0,               -,     0,     1,     3,     1,     0,     4,     0,              CD,     2,     1,     3,      1,      0,      3,     0,       0,     0,   0.6000,     0.5000,     0.0000,     0.6000,      0.4000,        0.0000,   0.0000, ------  ,   0.6000,    Spades,     15621.13
