InitHand                           , InitSkat  , FinalHand                          , SkatCards , ISkFull,       JacksMask,  CntJ,  Aces,  Tens, Att10, Blk10, MxLen,   TKS,   PostJacksMask, PCntJ, PAces, PTens, PAtt10, PBlk10, PMxLen,  PTKS, PSkFull, SkPts,  WinProb,  ProbGrand,  ProbClubs, ProbSpades,  ProbHearts,  ProbDiamonds, ProbNull, WonMask ,  MaxProb,  BestGame,   DurationMs
[CA CT CK CQ C7 S9 HT HK HQ D7]    , [SQ D9]   , [CA CK CQ CT C7 S9 HQ HT D9 D7]    , [SQ HK]   ,       0,               -,     0,     1,     2,     1,     0,     5,     1,               -,     0,     1,     2,      1,      0,      5,     1,       0,     7,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13347.29
[DJ CT CK C7 S9 S8 S7 H9 DA DK]    , [HQ DQ]   , [CK C7 S9 S8 S7 HQ H9 DA DK DQ]    , [DJ CT]   ,       0,               D,     1,     1,     1,     0,     0,     3,     1,               -,     0,     1,     0,      0,      0,      3,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13337.14
[CA CK SA ST S9 S8 HT H9 H7 D8]    , [SJ D7]   , [SA SJ ST S9 S8 HT H9 H7 D8 D7]    , [CA CK]   ,       0,               -,     0,     2,     2,     1,     0,     4,     0,               S,     1,     1,     2,      1,      0,      4,     0,       1,    15,   0.2500,     0.0000,     0.0000,     0.0500,      0.0000,        0.0000,   0.2500, ------  ,   0.2500,      Null,     17030.01
[DJ CA SQ HT HK HQ H9 DQ D9 D8]    , [SJ S7]   , [SJ DJ HT HK HQ H9 CA DQ D9 D8]    , [SQ S7]   ,       0,               D,     1,     1,     1,     0,     0,     4,     1,              SD,     2,     1,     1,      0,      0,      4,     1,       0,     3,   0.1000,     0.0000,     0.0000,     0.0000,      0.1000,        0.0000,   0.0000, ------  ,   0.1000,    Hearts,     15183.35
[SJ HJ C9 C7 S8 HT HK DQ D9 D7]    , [ST HA]   , [SJ HJ DQ D9 D7 ST S8 HA HT HK]    , [C9 C7]   ,       2,              SH,     2,     0,     1,     0,     0,     3,     0,              SH,     2,     1,     2,      1,      0,      3,     0,       0,     0,   0.1500,     0.0000,     0.0000,     0.0000,      0.0000,        0.1500,   0.0000, ------  ,   0.1500,  Diamonds,     13531.95
[CJ SJ DJ C9 C7 SA SK HA H8 DQ]    , [CA S8]   , [CJ SJ DJ CA SA SK S8 HA H8 DQ]    , [C9 C7]   ,       1,             CSD,     3,     2,     0,     0,     0,     2,     0,             CSD,     3,     3,     0,      0,      0,      3,     0,       0,     0,   1.0000,     1.0000,     1.0000,     1.0000,      0.9500,        0.8500,   0.0000, GCSHD-  ,   1.0000,     Grand,     18748.01
[HJ DJ C9 C8 SA S8 S7 HA HQ DK]    , [ST H9]   , [HJ DJ SA ST S8 S7 HA HQ H9 DK]    , [C9 C8]   ,       1,              HD,     2,     2,     0,     0,     0,     3,     0,              HD,     2,     2,     1,      1,      0,      4,     0,       0,     0,   0.5000,     0.4000,     0.0000,     0.5000,      0.4500,        0.0000,   0.0500, ------  ,   0.5000,    Spades,     14702.42
[CJ HJ CQ ST S8 S7 HA H9 H7 DA]    , [SJ HQ]   , [SJ HJ ST S8 S7 HA HQ H9 H7 DA]    , [CJ CQ]   ,       0,              CH,     2,     2,     1,     0,     0,     3,     0,              SH,     2,     2,     1,      0,      0,      4,     0,       0,     5,   1.0000,     0.8500,     0.6000,     1.0000,      1.0000,        0.2000,   0.1500, G-SH--  ,   1.0000,    Spades,     17575.72
[HJ CK C9 SQ S8 HA HK HQ H8 D9]    , [CA H7]   , [HJ HA HK HQ H8 H7 CA CK C9 D9]    , [SQ S8]   ,       1,               H,     1,     1,     0,     0,     0,     4,     0,               H,     1,     2,     0,      0,      0,      5,     0,       0,     3,   0.3000,     0.0000,     0.0000,     0.0000,      0.3000,        0.0000,   0.0500, ------  ,   0.3000,    Hearts,     15567.88
[HJ C9 ST S7 HQ H9 H8 DA D9 D7]    , [HA D8]   , [ST S7 HQ HJ H9 H8 DA D9 D8 D7]    , [C9 HA]   ,       1,               H,     1,     1,     1,     0,     0,     3,     0,               H,     1,     1,     1,      0,      0,      4,     0,       1,    11,   0.3000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.3000, ------  ,   0.3000,      Null,     14127.91
[HJ C7 ST HA HT H9 H8 DT DQ D8]    , [CK C8]   , [C8 C7 ST HA HJ HT H9 H8 DT D8]    , [CK DQ]   ,       0,               H,     1,     1,     3,     1,     1,     4,     0,               H,     1,     1,     3,      1,      1,      4,     0,       0,     7,   0.1500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1500, ------  ,   0.1500,      Null,     13372.52
[HJ DJ CK C9 SA SQ S7 HK H8 DA]    , [C7 HQ]   , [CK C9 C7 SA SQ S7 HK HQ H8 DA]    , [HJ DJ]   ,       0,              HD,     2,     2,     0,     0,     0,     3,     0,               -,     0,     2,     0,      0,      0,      3,     0,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13517.86
[CJ ST S9 S7 HA HT HK H8 D9 D7]    , [CT C9]   , [CJ C9 ST S7 HA HK HT H8 D9 D7]    , [CT S9]   ,       1,               C,     1,     1,     2,     1,     0,     4,     1,               C,     1,     1,     2,      1,      0,      4,     1,       1,    10,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13566.32
[DJ CK SA ST S9 S7 HT HQ DT D9]    , [SJ C9]   , [CK C9 SA SJ ST S9 S7 DJ DT D9]    , [HQ HT]   ,       0,               D,     1,     1,     3,     1,     0,     4,     0,              SD,     2,     1,     2,      1,      0,      4,     0,       1,    13,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13793.22
[CJ CA CK SA S7 HA HT HK H9 H7]    , [SK DK]   , [CJ HA HT HK H7 CA CK SA SK S7]    , [H9 DK]   ,       0,               C,     1,     3,     1,     1,     0,     5,     1,               C,     1,     3,     1,      1,      0,      4,     1,       0,     4,   0.9500,     0.2500,     0.0000,     0.0500,      0.9500,        0.0500,   0.0000, ---H--  ,   0.9500,    Hearts,     18986.72
[SJ HJ CA C7 ST SK SQ H8 H7 DA]    , [CJ C8]   , [CJ SJ HJ CA ST SK SQ H8 H7 DA]    , [C8 C7]   ,       0,              SH,     2,     2,     1,     0,     0,     3,     0,             CSH,     3,     2,     1,      0,      0,      3,     0,       0,     0,   1.0000,     1.0000,     1.0000,     1.0000,      1.0000,        0.4500,   0.0000, GCSH--  ,   1.0000,     Grand,     14143.86
[CK CQ C9 SK HA HT HK H8 H7 D8]    , [HJ C8]   , [CK CQ C9 C8 HA HK HT H8 H7 D8]    , [SK HJ]   ,       0,               -,     0,     1,     1,     1,     0,     5,     1,               -,     0,     1,     1,      1,      0,      5,     1,       0,     6,   0.4000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.4000, ------  ,   0.4000,      Null,     15630.67
[SJ DJ CK CQ ST S9 HA HT H7 DQ]    , [C8 H9]   , [CK CQ C8 ST S9 HA HT H9 H7 DQ]    , [SJ DJ]   ,       0,              SD,     2,     1,     2,     1,     0,     3,     0,               -,     0,     1,     2,      1,      0,      4,     0,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     14328.76
[C7 S9 S8 S7 HT HK HQ H8 DQ D9]    , [SA HA]   , [C7 SA S9 S8 S7 HA HK HQ HT H8]    , [DQ D9]   ,       2,               -,     0,     0,     1,     0,     0,     4,     1,               -,     0,     2,     1,      1,      0,      5,     1,       0,     3,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13339.70
[DJ CT CQ C9 C8 SQ S9 HT H7 DQ]    , [HK DT]   , [CQ C9 C8 SQ S9 HT HK H7 DT DQ]    , [DJ CT]   ,       1,               D,     1,     0,     2,     0,     0,     4,     0,               -,     0,     0,     2,      0,      0,      3,     1,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13279.53
[CA CQ C7 SK SQ S8 HT H7 DQ D8]    , [HK H8]   , [CA CQ C7 SQ S8 HK HT H8 H7 DQ]    , [SK D8]   ,       0,               -,     0,     1,     1,     0,     0,     3,     0,               -,     0,     1,     1,      0,      0,      4,     1,       0,     4,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13293.13
[SJ HJ CA CQ S9 HQ H9 DA DT D9]    , [ST S8]   , [SJ HJ ST S9 S8 CA CQ DA DT D9]    , [HQ H9]   ,       1,              SH,     2,     2,     1,     1,     0,     3,     0,              SH,     2,     2,     2,      1,      0,      3,     0,       0,     3,   0.7500,     0.2500,     0.0000,     0.7500,      0.1000,        0.1500,   0.0000, --S---  ,   0.7500,    Spades,     15236.13
[CA CQ C8 SA S8 HQ H9 H7 DA D8]    , [C9 DQ]   , [HQ H7 CA CQ C9 C8 SA S8 DA D8]    , [H9 DQ]   ,       0,               -,     0,     3,     0,     0,     0,     3,     0,               -,     0,     3,     0,      0,      0,      4,     0,       0,     3,   0.0500,     0.0000,     0.0000,     0.0000,      0.0500,        0.0000,   0.0000, ------  ,   0.0500,    Hearts,     13413.50
[DJ CQ C8 C7 SA HK H8 DA DT D8]    , [SQ H9]   , [C8 C7 SA SQ HK H9 H8 DA DT D8]    , [DJ CQ]   ,       0,               D,     1,     2,     1,     1,     0,     3,     0,               -,     0,     2,     1,      1,      0,      3,     0,       0,     5,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13316.65
[SJ HJ DJ SA S9 S7 HK H7 DA D7]    , [C7 DK]   , [SJ HJ DJ SA S9 S7 HK DA DK D7]    , [C7 H7]   ,       0,             SHD,     3,     2,     0,     0,     0,     3,     0,             SHD,     3,     2,     0,      0,      0,      3,     0,       0,     0,   0.8000,     0.1000,     0.0500,     0.8000,      0.7500,        0.7000,   0.1000, --SHD-  ,   0.8000,    Spades,     16297.34
[HJ DJ CT CK CQ S8 HK D9 D8 D7]    , [SA ST]   , [HJ DJ CT CK CQ SA ST S8 D9 D8]    , [HK D7]   ,       2,              HD,     2,     0,     1,     0,     0,     3,     0,              HD,     2,     1,     2,      1,      0,      3,     0,       0,     4,   0.1500,     0.0000,     0.1500,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.1500,     Clubs,     13275.95
[CJ HJ CA CT SQ HT H7 DA DQ D8]    , [S9 DT]   , [CJ HJ CA CT HT H7 DA DT DQ D8]    , [SQ S9]   ,       1,              CH,     2,     2,     2,     1,     0,     3,     0,              CH,     2,     2,     3,      2,      0,      4,     0,       0,     3,   0.9500,     0.9500,     0.0000,     0.1000,      0.6000,        0.9500,   0.0000, G---D-  ,   0.9500,     Grand,     14840.20
[SJ CK CQ C9 C7 SA S9 HA HK DQ]    , [CT H7]   , [SJ CT CK CQ C9 C7 SA HA HK H7]    , [S9 DQ]   ,       1,               S,     1,     2,     0,     0,     0,     4,     0,               S,     1,     2,     1,      0,      0,      5,     1,       0,     3,   0.8500,     0.0000,     0.8500,     0.0000,      0.0000,        0.0000,   0.0000, -C----  ,   0.8500,     Clubs,     15688.19
[DJ C8 C7 ST SK S9 HQ H7 D9 D7]    , [HJ SA]   , [C8 C7 SA SK ST S9 HJ H7 D9 D7]    , [HQ DJ]   ,       1,               D,     1,     0,     1,     0,     0,     3,     1,               H,     1,     1,     1,      1,      0,      4,     1,       0,     5,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13267.00
[CA C9 C8 ST HA HT HK HQ H9 D9]    , [DJ H8]   , [DJ HA HT HK HQ H9 H8 CA C9 C8]    , [ST D9]   ,       0,               -,     0,     2,     2,     1,     1,     5,     1,               D,     1,     2,     1,      1,      0,      6,     1,       1,    10,   0.9000,     0.0000,     0.0000,     0.0000,      0.9000,        0.0000,   0.1000, ---H--  ,   0.9000,    Hearts,     13452.64
[CJ SJ DJ CQ C7 SA ST HT HK D8]    , [DK DQ]   , [CJ SJ DJ DK DQ D8 SA ST HT HK]    , [CQ C7]   ,       0,             CSD,     3,     1,     2,     1,     0,     2,     0,             CSD,     3,     1,     2,      1,      0,      3,     0,       0,     3,   1.0000,     0.4000,     0.4500,     0.1500,      0.7500,        1.0000,   0.0000, ---HD-  ,   1.0000,  Diamonds,     14113.64
[CJ CA C8 SK S9 HK HQ H7 DT D9]    , [HJ D8]   , [CJ HJ DT D9 D8 CA C8 HK HQ H7]    , [SK S9]   ,       0,               C,     1,     1,     1,     0,     0,     3,     0,              CH,     2,     1,     1,      0,      0,      3,     0,       0,     4,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.1000,   0.0000, ------  ,   0.1000,  Diamonds,     15453.16
[HJ CT CK SA SQ S8 HA H7 DT D9]    , [S7 HT]   , [SA SQ S8 S7 HA HJ HT H7 DT D9]    , [CK CT]   ,       1,               H,     1,     2,     2,     0,     0,     3,     0,               H,     1,     2,     2,      1,      0,      4,     0,       1,    14,   0.1500,     0.0000,     0.1000,     0.0500,      0.0000,        0.0500,   0.1500, ------  ,   0.1500,      Null,     13386.78
[HJ CA CT C9 SQ S9 HT DA DT D8]    , [CQ SA]   , [HJ CA CT CQ C9 SA S9 DA DT D8]    , [SQ HT]   ,       1,               H,     1,     2,     3,     2,     1,     3,     0,               H,     1,     3,     2,      2,      0,      4,     0,       1,    13,   0.5500,     0.1500,     0.5500,     0.0500,      0.1500,        0.0000,   0.0000, ------  ,   0.5500,     Clubs,     16739.16
[SJ DJ CT C8 C7 S9 HQ DK D8 D7]    , [SA H8]   , [CT C8 C7 S9 HQ H8 DK DJ D8 D7]    , [SA SJ]   ,       1,              SD,     2,     0,     1,     0,     0,     3,     0,               D,     1,     0,     1,      0,      0,      3,     0,       1,    13,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13925.76
[DJ CQ C7 SK S9 HT H8 DK D9 D7]    , [HK DQ]   , [C7 SK S9 HK HT H8 DK DQ D9 D7]    , [CQ DJ]   ,       0,               D,     1,     0,     1,     0,     0,     3,     0,               -,     0,     0,     1,      0,      0,      4,     1,       0,     5,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13289.90
[SJ C9 C7 SK S9 S7 H9 H7 DA DT]    , [DJ CQ]   , [CQ C9 C7 SK SJ S9 S7 H9 H7 DJ]    , [DA DT]   ,       0,               S,     1,     1,     1,     1,     0,     3,     0,              SD,     2,     0,     0,      0,      0,      3,     0,       2,    21,   0.2000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.2000, ------  ,   0.2000,      Null,     14403.60
[SJ CT C9 SQ S8 HK HQ H9 H8 DA]    , [DJ DQ]   , [CT C9 SQ S8 HK HQ H9 H8 DA DQ]    , [SJ DJ]   ,       0,               S,     1,     1,     1,     0,     0,     4,     0,               -,     0,     1,     1,      0,      0,      4,     0,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     14027.19
[HJ CT CK S9 S8 HK H8 DA DT DQ]    , [C8 SK]   , [CK C8 SK S9 S8 HK H8 DA DT DQ]    , [HJ CT]   ,       0,               H,     1,     1,     2,     1,     0,     3,     0,               -,     0,     1,     1,      1,      0,      3,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13301.21
[DJ CA C8 SQ S7 HQ H9 DA DT DK]    , [S8 D8]   , [C8 SQ S8 S7 HQ H9 DA DT DK D8]    , [DJ CA]   ,       0,               D,     1,     2,     1,     1,     0,     3,     0,               -,     0,     1,     1,      1,      0,      4,     1,       1,    13,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13325.13
[HJ CK C8 C7 ST S7 H7 DA DK DQ]    , [SA S9]   , [HJ SA ST S9 S7 C8 C7 DA DK DQ]    , [CK H7]   ,       1,               H,     1,     1,     1,     0,     0,     3,     0,               H,     1,     2,     1,      1,      0,      4,     0,       0,     4,   0.0500,     0.0000,     0.0000,     0.0500,      0.0000,        0.0000,   0.0000, ------  ,   0.0500,    Spades,     14740.55
[CJ CQ ST SK S8 S7 HK H9 DA DK]    , [C8 HT]   , [CJ ST SK S8 S7 HT HK H9 DA DK]    , [CQ C8]   ,       1,               C,     1,     1,     1,     0,     0,     4,     1,               C,     1,     1,     2,      0,      0,      4,     2,       0,     3,   0.2000,     0.0000,     0.0000,     0.2000,      0.0000,        0.0000,   0.0000, ------  ,   0.2000,    Spades,     13838.17
[SJ HJ DJ C9 C7 SK S9 S7 HK DK]    , [CJ SQ]   , [CJ SJ HJ DJ SK SQ S9 S7 HK DK]    , [C9 C7]   ,       0,             SHD,     3,     0,     0,     0,     0,     3,     0,            CSHD,     4,     0,     0,      0,      0,      4,     0,       0,     0,   1.0000,     0.0000,     0.9500,     1.0000,      0.3500,        0.3500,   0.0500, -CS---  ,   1.0000,    Spades,     15462.00
[CK S7 HA HT H9 H7 DA DT DQ D7]    , [CA C7]   , [C7 S7 HA HT H9 H7 DA DQ DT D7]    , [CA CK]   ,       1,               -,     0,     2,     2,     2,     0,     4,     0,               -,     0,     2,     2,      2,      0,      4,     0,       1,    15,   0.3000,     0.0500,     0.0000,     0.0000,      0.0000,        0.0000,   0.3000, ------  ,   0.3000,      Null,     14175.58
[CK C8 SK S9 HA HT H8 H7 DQ D8]    , [C9 DK]   , [CK C9 C8 S9 HT H8 H7 DK DQ D8]    , [SK HA]   ,       0,               -,     0,     1,     1,     1,     0,     4,     0,               -,     0,     0,     1,      0,      0,      3,     0,       1,    15,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13305.74
[CJ HJ CA CK C7 SA S8 HQ H9 H8]    , [C9 D8]   , [CJ HJ HQ H9 H8 CA CK C7 SA S8]    , [C9 D8]   ,       0,              CH,     2,     2,     0,     0,     0,     3,     0,              CH,     2,     2,     0,      0,      0,      3,     0,       0,     0,   0.7000,     0.4500,     0.6000,     0.0000,      0.7000,        0.0000,   0.5000, ---H--  ,   0.7000,    Hearts,     18103.56
[HJ CA CT C9 C7 SQ HT H9 H7 D9]    , [ST D7]   , [CA CT C9 C7 HJ HT H9 H7 D9 D7]    , [SQ ST]   ,       1,               H,     1,     1,     2,     1,     0,     4,     0,               H,     1,     1,     2,      1,      0,      4,     0,       1,    13,   0.8500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.8500, -----N  ,   0.8500,      Null,     13400.22
[DJ C8 SA ST SQ S9 H8 DA DT DK]    , [HA HQ]   , [DJ SA ST SQ S9 HA HQ DA DT DK]    , [C8 H8]   ,       1,               D,     1,     2,     2,     2,     0,     4,     0,               D,     1,     3,     2,      2,      0,      4,     0,       0,     0,   0.9000,     0.1500,     0.0000,     0.9000,      0.1000,        0.0000,   0.0000, --S---  ,   0.9000,    Spades,     15040.01
[CJ HJ CT C9 S9 HQ DK DQ D9 D8]    , [ST DA]   , [CJ HJ ST S9 HQ DA DK DQ D9 D8]    , [CT C9]   ,       2,              CH,     2,     0,     1,     0,     0,     4,     0,              CH,     2,     1,     1,      0,      0,      5,     0,       1,    10,   0.1500,     0.1500,     0.0000,     0.0000,      0.0000,        0.1500,   0.0000, ------  ,   0.1500,     Grand,     16837.03
[CJ CT C9 C8 SA HA H9 DA DK D8]    , [HJ HK]   , [CJ HJ CT C9 C8 SA HA H9 DA DK]    , [HK D8]   ,       0,               C,     1,     3,     1,     0,     0,     3,     0,              CH,     2,     3,     1,      0,      0,      3,     0,       0,     4,   1.0000,     0.9000,     1.0000,     0.1000,      0.8500,        0.7000,   0.0000, GC-HD-  ,   1.0000,     Clubs,     22387.96
[DJ CK C9 C8 SA SK SQ HQ DT DQ]    , [H9 DK]   , [C9 C8 SA SK SQ HQ H9 DT DK DQ]    , [DJ CK]   ,       0,               D,     1,     1,     1,     0,     0,     3,     0,               -,     0,     1,     1,      0,      0,      3,     0,       0,     6,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13286.69
[DJ CA CT CQ SA ST S9 S8 HA D9]    , [DA DT]   , [DJ CA CT SA ST S8 HA DA DT D9]    , [CQ S9]   ,       2,               D,     1,     3,     2,     2,     0,     4,     0,               D,     1,     4,     3,      3,      0,      3,     0,       0,     3,   1.0000,     1.0000,     0.6500,     1.0000,      0.3500,        0.8000,   0.0000, G-S-D-  ,   1.0000,     Grand,     15727.05
[CJ CQ C7 SK S9 S8 HK H9 H8 H7]    , [DQ D9]   , [CJ C7 SK S9 S8 HK H9 H8 H7 D9]    , [CQ DQ]   ,       0,               C,     1,     0,     0,     0,     0,     4,     0,               C,     1,     0,     0,      0,      0,      4,     0,       0,     6,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13328.96
[DJ CA C7 ST SQ S7 HA HK HQ D7]    , [CK CQ]   , [DJ CA CK CQ C7 ST SQ S7 HA HQ]    , [HK D7]   ,       0,               D,     1,     2,     1,     0,     0,     3,     0,               D,     1,     2,     1,      0,      0,      4,     0,       0,     4,   0.0500,     0.0000,     0.0500,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0500,     Clubs,     14458.90
[DJ CT CK SK S9 HK H9 DQ D8 D7]    , [C9 SA]   , [CK C9 SA SK S9 HK H9 DQ D8 D7]    , [DJ CT]   ,       1,               D,     1,     0,     1,     0,     0,     3,     0,               -,     0,     1,     0,      0,      0,      3,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13298.62
[CJ CK C7 SK S9 S8 HQ H9 H7 DT]    , [SQ S7]   , [C7 SK SQ S9 S8 S7 HQ H9 H7 DT]    , [CK CJ]   ,       0,               C,     1,     0,     1,     0,     1,     3,     0,               -,     0,     0,     1,      0,      1,      5,     0,       0,     6,   0.2500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.2500, ------  ,   0.2500,      Null,     13391.34
[HJ CA CT CQ S7 HQ H8 H7 DT DK]    , [C7 HT]   , [CA CQ CT C7 S7 HQ HJ HT H8 H7]    , [DK DT]   ,       1,               H,     1,     1,     2,     1,     0,     3,     0,               H,     1,     1,     2,      1,      0,      4,     0,       1,    14,   0.5000,     0.0000,     0.0000,     0.0000,      0.0500,        0.0000,   0.5000, ------  ,   0.5000,      Null,     14689.82
[SJ CA CT CQ SA ST S7 H8 DQ D7]    , [C8 H9]   , [SJ CA CT CQ C8 SA ST S7 DQ D7]    , [H9 H8]   ,       0,               S,     1,     2,     2,     2,     0,     3,     0,               S,     1,     2,     2,      2,      0,      4,     0,       0,     0,   0.3500,     0.0000,     0.3500,     0.0000,      0.0000,        0.0000,   0.2500, ------  ,   0.3500,     Clubs,     13817.54
[SJ DJ CT CQ S9 HT H9 H7 D9 D7]    , [S8 DA]   , [CT S9 S8 HT H9 H7 DA DJ D9 D7]    , [CQ SJ]   ,       1,              SD,     2,     0,     2,     0,     0,     3,     0,               D,     1,     1,     2,      0,      1,      3,     0,       0,     5,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     14444.42
[CJ CT CK C9 ST HA HT HK D8 D7]    , [CA DA]   , [CJ CA CT CK C9 HA HT HK DA D8]    , [ST D7]   ,       2,               C,     1,     1,     3,     1,     1,     3,     1,               C,     1,     3,     2,      2,      0,      4,     1,       1,    10,   1.0000,     0.9000,     1.0000,     0.1500,      0.1500,        0.2000,   0.0000, GC----  ,   1.0000,     Clubs,     14528.08
[CJ SJ HJ SA S8 HA HT H9 DT D8]    , [C9 HK]   , [SJ HJ SA S8 HA HT HK H9 DT D8]    , [CJ C9]   ,       0,             CSH,     3,     2,     2,     1,     0,     3,     0,              SH,     2,     2,     2,      1,      0,      4,     1,       0,     2,   1.0000,     1.0000,     0.8500,     0.9500,      1.0000,        1.0000,   0.0000, GCSHD-  ,   1.0000,     Grand,     15331.49
[DJ CA C8 SK S8 HA HK H8 DA DQ]    , [ST S9]   , [DJ ST SK S9 S8 CA C8 HA HK DA]    , [H8 DQ]   ,       1,               D,     1,     3,     0,     0,     0,     3,     0,               D,     1,     3,     1,      0,      0,      4,     1,       0,     3,   0.5500,     0.1000,     0.0000,     0.5500,      0.0000,        0.0000,   0.0000, ------  ,   0.5500,    Spades,     14720.76
[HJ C7 SQ HK H8 DT DK DQ D8 D7]    , [HT H9]   , [C7 HK HJ HT H9 H8 DQ DT D8 D7]    , [SQ DK]   ,       1,               H,     1,     0,     1,     0,     0,     5,     1,               H,     1,     0,     2,      0,      0,      4,     1,       0,     7,   0.4500,     0.0000,     0.0000,     0.0000,      0.0000,        0.2000,   0.4500, ------  ,   0.4500,      Null,     15318.34
[SQ S7 HT HK HQ H7 DT DK DQ D7]    , [CA HA]   , [S7 HA HK HQ HT H7 DK DQ DT D7]    , [CA SQ]   ,       2,               -,     0,     0,     2,     0,     0,     4,     2,               -,     0,     1,     2,      1,      0,      5,     2,       1,    14,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     14071.50
[HJ CA CK C9 SA SK SQ HK H8 D9]    , [DT DK]   , [CK C9 SA SK SQ HK H8 DT DK D9]    , [HJ CA]   ,       1,               H,     1,     2,     0,     0,     0,     3,     0,               -,     0,     1,     1,      0,      0,      3,     1,       1,    13,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13844.08
[CT CK C7 SA SK S9 S8 HK HQ DT]    , [H9 D7]   , [C7 SA SK S9 S8 HK HQ H9 DT D7]    , [CT CK]   ,       0,               -,     0,     1,     2,     0,     1,     4,     1,               -,     0,     1,     1,      0,      0,      4,     0,       1,    14,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13348.39
[DJ CT CK S9 S7 HQ H9 H8 DK D8]    , [SA HA]   , [CK SA S9 S7 HA HQ H9 H8 DK D8]    , [DJ CT]   ,       2,               D,     1,     0,     1,     0,     0,     3,     0,               -,     0,     2,     0,      0,      0,      4,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13338.03
[CA CQ C9 C8 SK HK HQ H8 DQ D9]    , [H9 DA]   , [C9 C8 SK HK HQ H9 H8 DA DQ D9]    , [CA CQ]   ,       1,               -,     0,     1,     0,     0,     0,     4,     0,               -,     0,     1,     0,      0,      0,      4,     0,       1,    14,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13347.44
